uiq-32.bin,uiq2-16.bin,ambivert.wav.tar,vmlinux-5.10.tar,large.tar,misc.tar,uiq2-8.bin,uiq2-4.bin,enwik8.tar,deepfield.tar,artificl.tar,fannie_mae_500k.tar,silesia.tar
0,0,0,0.89,0.84,0.88,0.9,0.9,0.88,0.88,0.88,0.89,0.89,0.89
