svg-large,psd-large,png-small,png-medium,png-large,jpeg-large,psd-medium,svg-small,jpeg-small,svg-medium,jpeg-medium,psd-small
0,0,0,0.48,0.42,0.39,0.37,0.27,0.23,0.44,0.52,0.43,0.32
