psd-large,jpeg-large,svg-small,svg-medium,psd-medium,png-medium,png-small,png-large,svg-large,jpeg-small,psd-small,jpeg-medium
0,0,0,0.75,0.74,0.65,0.67,0.68,0.68,0.68,0.66,0.64,0.65
