png-large,jpeg-small,svg-large,jpeg-medium,svg-small,svg-medium,png-medium,png-small,psd-large,psd-medium,jpeg-large,psd-small
0,0,0,0.85,0.7,0.65,0.66,0.62,0.63,0.66,0.68,0.69,0.69
