png-medium,svg-medium,svg-small,psd-large,png-small,jpeg-large,jpeg-medium,psd-small,jpeg-small,svg-large,png-large,psd-medium
0,0,0,0.62,0.53,0.52,0.56,0.58,0.63,0.64,0.66,0.64,0.63
