jpeg-small,svg-small,jpeg-large,psd-large,png-large,jpeg-medium,psd-medium,png-medium,svg-large,svg-medium,psd-small,png-small
0,0,0,0.75,0.71,0.77,0.78,0.79,0.8,0.78,0.77,0.76,0.75
