jpeg-small,jpeg-medium,svg-medium,jpeg-large,svg-small,psd-large,psd-medium,png-small,svg-large,psd-small,png-large,png-medium
0,0,0,0.27,0.49,0.57,0.59,0.58,0.6,0.58,0.59,0.58,0.59
