uiq2-4.bin,artificl.tar,deepfield.tar,silesia.tar,large.tar,uiq2-16.bin,ambivert.wav.tar,misc.tar,vmlinux-5.10.tar,fannie_mae_500k.tar,enwik8.tar,uiq2-8.bin,uiq-32.bin
0,0,0,0.79,0.77,0.55,0.7,0.67,0.74,0.77,0.76,0.73,0.78,0.8
