fannie_mae_500k.tar,uiq-32.bin,vmlinux-5.10.tar,ambivert.wav.tar,large.tar,deepfield.tar,misc.tar,artificl.tar,silesia.tar,enwik8.tar,uiq2-16.bin,uiq2-8.bin,uiq2-4.bin
0,0,0,0.81,0.83,0.83,0.82,0.81,0.81,0.82,0.82,0.82,0.82,0.81
