uiq2-16.bin,uiq2-4.bin,silesia.tar,uiq2-8.bin,ambivert.wav.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,enwik8.tar,deepfield.tar,artificl.tar,uiq-32.bin,misc.tar,large.tar
0,0,0,0.96,0.9,0.88,0.72,0.69,0.65,0.52,0.52,0.58,0.46,0.6
