large.tar,uiq2-16.bin,fannie_mae_500k.tar,ambivert.wav.tar,misc.tar,enwik8.tar,vmlinux-5.10.tar,uiq-32.bin,artificl.tar,deepfield.tar,uiq2-4.bin,silesia.tar,uiq2-8.bin
0,0,0,0.93,0.84,0.69,0.49,0.7,0.65,0.57,0.43,0.45,0.41,0.53
