uiq2-8.bin,vmlinux-5.10.tar,uiq-32.bin,misc.tar,large.tar,uiq2-4.bin,deepfield.tar,enwik8.tar,ambivert.wav.tar,artificl.tar,silesia.tar,fannie_mae_500k.tar,uiq2-16.bin
0,0,0,0.91,0.89,0.86,0.85,0.86,0.86,0.84,0.83,0.81,0.79,0.79
