vmlinux-5.10.tar,ambivert.wav.tar,uiq2-4.bin,deepfield.tar,artificl.tar,uiq-32.bin,large.tar,misc.tar,fannie_mae_500k.tar,silesia.tar,uiq2-8.bin,enwik8.tar,uiq2-16.bin
0,0,0,0.82,0.78,0.79,0.73,0.68,0.7,0.71,0.69,0.7,0.71,0.73
