ambivert.wav.tar,large.tar,uiq2-8.bin,silesia.tar,uiq2-4.bin,deepfield.tar,enwik8.tar,misc.tar,uiq-32.bin,fannie_mae_500k.tar,vmlinux-5.10.tar,artificl.tar,uiq2-16.bin
0,0,0,0.64,0.6,0.64,0.51,0.45,0.5,0.45,0.35,0.46,0.4,0.57
