enwik8.tar,fannie_mae_500k.tar,ambivert.wav.tar,uiq2-16.bin,uiq-32.bin,misc.tar,large.tar,uiq2-4.bin,silesia.tar,vmlinux-5.10.tar,uiq2-8.bin,deepfield.tar,artificl.tar
0,0,0,0.82,0.87,0.87,0.87,0.86,0.85,0.86,0.86,0.86,0.85,0.83
