uiq2-8.bin,large.tar,ambivert.wav.tar,deepfield.tar,artificl.tar,silesia.tar,uiq2-4.bin,enwik8.tar,misc.tar,uiq-32.bin,uiq2-16.bin,vmlinux-5.10.tar,fannie_mae_500k.tar
0,0,0,0.87,0.79,0.83,0.74,0.68,0.64,0.68,0.56,0.56,0.51,0.46
