png-large,jpeg-medium,svg-large,jpeg-large,png-small,svg-small,svg-medium,psd-small,psd-medium,png-medium,jpeg-small,psd-large
0,0,0,0.8,0.74,0.62,0.7,0.6,0.41,0.55,0.34,0.63,0.38
