png-medium,jpeg-medium,png-small,psd-small,svg-small,jpeg-large,png-large,svg-medium,svg-large,psd-medium,jpeg-small,psd-large
0,0,0,0.71,0.74,0.74,0.67,0.67,0.7,0.71,0.72,0.73,0.73
