svg-large,jpeg-small,psd-small,jpeg-medium,svg-small,png-medium,png-large,jpeg-large,psd-medium,png-small,svg-medium,psd-large
0,0,0,0.4,0.54,0.58,0.64,0.64,0.67,0.71,0.74,0.74,0.73
