deepfield.tar,enwik8.tar,ambivert.wav.tar,uiq2-4.bin,vmlinux-5.10.tar,large.tar,uiq2-16.bin,uiq2-8.bin,artificl.tar,uiq-32.bin,misc.tar,silesia.tar,fannie_mae_500k.tar
0,0,0,0.71,0.73,0.71,0.74,0.77,0.8,0.82,0.8,0.77,0.75,0.74
