jpeg-medium,psd-large,psd-small,svg-medium,psd-medium,jpeg-large,jpeg-small,png-medium,svg-large,svg-small,png-small,png-large
0,0,0,0.84,0.81,0.76,0.72,0.71,0.72,0.73,0.7,0.69,0.68
