silesia.tar,misc.tar,uiq2-8.bin,ambivert.wav.tar,uiq2-4.bin,vmlinux-5.10.tar,uiq-32.bin,enwik8.tar,uiq2-16.bin,fannie_mae_500k.tar,artificl.tar,deepfield.tar,large.tar
0,0,0,0.7,0.74,0.72,0.75,0.77,0.78,0.78,0.78,0.8,0.79,0.79
