jpeg-medium,png-small,psd-large,svg-medium,svg-large,psd-medium,png-medium,jpeg-small,png-large,svg-small,psd-small,jpeg-large
0,0,0,0.67,0.72,0.72,0.69,0.67,0.66,0.67,0.69,0.68,0.67
