large.tar,vmlinux-5.10.tar,uiq2-8.bin,uiq2-4.bin,uiq-32.bin,fannie_mae_500k.tar,enwik8.tar,silesia.tar,uiq2-16.bin,deepfield.tar,misc.tar,artificl.tar,ambivert.wav.tar
0,0,0,0.91,0.9,0.88,0.87,0.87,0.88,0.89,0.9,0.91,0.88,0.88
