uiq-32.bin,deepfield.tar,uiq2-16.bin,vmlinux-5.10.tar,ambivert.wav.tar,uiq2-4.bin,silesia.tar,enwik8.tar,artificl.tar,uiq2-8.bin,large.tar,misc.tar,fannie_mae_500k.tar
0,0,0,0.84,0.86,0.87,0.87,0.87,0.87,0.86,0.85,0.85,0.85,0.85
