svg-small,jpeg-medium,jpeg-small,png-small,png-medium,jpeg-large,psd-medium,svg-medium,psd-large,psd-small,png-large,svg-large
0,0,0,0.76,0.75,0.72,0.69,0.69,0.73,0.74,0.74,0.74,0.74
