deepfield.tar,ambivert.wav.tar,uiq2-8.bin,artificl.tar,misc.tar,uiq2-4.bin,fannie_mae_500k.tar,uiq-32.bin,enwik8.tar,silesia.tar,vmlinux-5.10.tar,large.tar,uiq2-16.bin
0,0,0,0.89,0.89,0.85,0.78,0.76,0.77,0.78,0.8,0.81,0.82,0.83
