svg-small,svg-large,jpeg-medium,psd-small,png-small,png-medium,svg-medium,psd-large,jpeg-small,png-large,jpeg-large,psd-medium
0,0,0,0.55,0.52,0.59,0.61,0.65,0.64,0.64,0.66,0.67,0.69
