jpeg-medium,png-medium,png-small,psd-large,psd-small,jpeg-large,svg-small,png-large,svg-medium,psd-medium,jpeg-small,svg-large
0,0,0,0.69,0.4,0.29,0.44,0.31,0.43,0.39,0.47,0.45,0.44
