jpeg-small,psd-small,jpeg-medium,jpeg-large,png-small,svg-small,psd-medium,svg-large,svg-medium,psd-large,png-medium,png-large
0,0,0,0.51,0.59,0.67,0.68,0.66,0.67,0.66,0.65,0.67,0.66
