jpeg-medium,psd-large,psd-small,svg-medium,psd-medium,jpeg-large,jpeg-small,png-medium,svg-large,svg-small,png-small,png-large
0,0,0,0.8,0.74,0.7,0.72,0.71,0.69,0.67,0.66,0.67,0.66
