deepfield.tar,silesia.tar,vmlinux-5.10.tar,uiq2-4.bin,uiq-32.bin,ambivert.wav.tar,fannie_mae_500k.tar,uiq2-8.bin,enwik8.tar,uiq2-16.bin,artificl.tar,misc.tar,large.tar
0,0,0,0.87,0.52,0.66,0.59,0.7,0.51,0.51,0.27,0.51,0.44,0.39
