svg-small,jpeg-medium,jpeg-small,png-small,png-medium,jpeg-large,psd-medium,svg-medium,psd-large,psd-small,png-large,svg-large
0,0,0,0.58,0.6,0.62,0.65,0.68,0.7,0.71,0.7,0.71,0.71
