png-medium,jpeg-large,svg-small,psd-large,svg-large,psd-small,jpeg-medium,svg-medium,psd-medium,png-large,jpeg-small,png-small
0,0,0,0.71,0.64,0.6,0.56,0.55,0.58,0.61,0.63,0.63,0.63
