uiq2-16.bin,artificl.tar,deepfield.tar,misc.tar,uiq-32.bin,fannie_mae_500k.tar,ambivert.wav.tar,vmlinux-5.10.tar,uiq2-8.bin,large.tar,silesia.tar,uiq2-4.bin,enwik8.tar
0,0,0,0.58,0.55,0.63,0.66,0.69,0.71,0.73,0.75,0.77,0.78,0.79
