psd-medium,psd-small,jpeg-small,svg-medium,jpeg-medium,psd-large,svg-small,png-medium,svg-large,png-large,png-small,jpeg-large
0,0,0,0.68,0.63,0.58,0.61,0.46,0.4,0.53,0.57,0.5,0.46
