psd-small,jpeg-small,psd-large,jpeg-medium,png-large,svg-small,png-medium,psd-medium,svg-large,png-small,svg-medium,jpeg-large
0,0,0,0.76,0.72,0.76,0.76,0.72,0.7,0.71,0.7,0.7,0.71
