artificl.tar,uiq2-8.bin,uiq2-16.bin,vmlinux-5.10.tar,ambivert.wav.tar,fannie_mae_500k.tar,deepfield.tar,misc.tar,large.tar,silesia.tar,enwik8.tar,uiq-32.bin,uiq2-4.bin
0,0,0,0.49,0.7,0.76,0.78,0.76,0.74,0.7,0.7,0.72,0.73,0.75
