fannie_mae_500k.tar,deepfield.tar,ambivert.wav.tar,enwik8.tar,misc.tar,uiq2-8.bin,uiq2-16.bin,artificl.tar,large.tar,vmlinux-5.10.tar,uiq2-4.bin,uiq-32.bin,silesia.tar
0,0,0,0.82,0.84,0.84,0.84,0.83,0.81,0.82,0.81,0.81,0.81,0.81
