ambivert.wav.tar,large.tar,silesia.tar,artificl.tar,uiq2-16.bin,enwik8.tar,uiq-32.bin,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,vmlinux-5.10.tar,misc.tar,deepfield.tar
0,0,0,0.82,0.84,0.74,0.69,0.75,0.78,0.8,0.79,0.78,0.79,0.78
