artificl.tar,ambivert.wav.tar,uiq2-4.bin,vmlinux-5.10.tar,uiq-32.bin,deepfield.tar,large.tar,misc.tar,uiq2-16.bin,silesia.tar,enwik8.tar,uiq2-8.bin,fannie_mae_500k.tar
0,0,0,0.49,0.57,0.32,0.34,0.39,0.24,0.39,0.45,0.42,0.34,0.29
