png-medium,jpeg-large,png-small,svg-medium,jpeg-small,jpeg-medium,psd-large,psd-small,png-large,svg-small,psd-medium,svg-large
0,0,0,0.64,0.58,0.34,0.34,0.42,0.38,0.43,0.4,0.46,0.49
