ambivert.wav.tar,fannie_mae_500k.tar,uiq2-8.bin,uiq-32.bin,deepfield.tar,vmlinux-5.10.tar,large.tar,uiq2-4.bin,enwik8.tar,misc.tar,silesia.tar,artificl.tar,uiq2-16.bin
0,0,0,0.89,0.88,0.89,0.89,0.88,0.88,0.88,0.88,0.85,0.83,0.81
