svg-large,psd-large,png-small,png-medium,png-large,jpeg-large,psd-medium,svg-small,jpeg-small,svg-medium,jpeg-medium,psd-small
0,0,0,0.53,0.37,0.5,0.37,0.56,0.34,0.3,0.4,0.38,0.32
