psd-small,png-small,jpeg-medium,psd-large,psd-medium,svg-small,svg-large,png-large,jpeg-large,svg-medium,jpeg-small,png-medium
0,0,0,0.51,0.57,0.66,0.68,0.66,0.64,0.65,0.66,0.66,0.66
