png-medium,png-large,svg-large,jpeg-small,svg-small,jpeg-medium,psd-small,psd-medium,jpeg-large,svg-medium,psd-large,png-small
0,0,0,0.87,0.73,0.65,0.58,0.56,0.59,0.61,0.64,0.64,0.65
