deepfield.tar,uiq2-8.bin,uiq-32.bin,large.tar,uiq2-4.bin,misc.tar,vmlinux-5.10.tar,ambivert.wav.tar,fannie_mae_500k.tar,silesia.tar,artificl.tar,uiq2-16.bin,enwik8.tar
0,0,0,0.89,0.49,0.63,0.62,0.54,0.38,0.51,0.66,0.51,0.41,0.38
