uiq2-8.bin,deepfield.tar,fannie_mae_500k.tar,large.tar,uiq-32.bin,uiq2-16.bin,ambivert.wav.tar,vmlinux-5.10.tar,silesia.tar,misc.tar,artificl.tar,enwik8.tar,uiq2-4.bin
0,0,0,0.9,0.88,0.88,0.87,0.88,0.88,0.88,0.86,0.84,0.84,0.84
