png-small,jpeg-small,svg-small,jpeg-large,psd-small,psd-large,psd-medium,jpeg-medium,png-medium,svg-large,png-large,svg-medium
0,0,0,0.6,0.46,0.48,0.54,0.59,0.6,0.58,0.59,0.6,0.6
