svg-small,png-large,jpeg-medium,svg-large,png-medium,png-small,svg-medium,psd-medium,jpeg-small,psd-small,jpeg-large,psd-large
0,0,0,0.38,0.65,0.67,0.68,0.69,0.68,0.69,0.69,0.68,0.66
