psd-small,png-small,jpeg-small,png-large,svg-large,png-medium,jpeg-medium,svg-small,jpeg-large,psd-large,psd-medium,svg-medium
0,0,0,0.62,0.53,0.55,0.56,0.56,0.6,0.63,0.64,0.65,0.67
