png-medium,png-large,png-small,svg-large,svg-medium,psd-small,jpeg-small,jpeg-medium,psd-medium,svg-small,jpeg-large,psd-large
0,0,0,0.94,0.85,0.8,0.77,0.73,0.71,0.71,0.73,0.7,0.67
