silesia.tar,misc.tar,uiq2-8.bin,uiq2-16.bin,uiq-32.bin,deepfield.tar,enwik8.tar,large.tar,vmlinux-5.10.tar,artificl.tar,fannie_mae_500k.tar,uiq2-4.bin,ambivert.wav.tar
0,0,0,0.73,0.37,0.43,0.46,0.61,0.39,0.38,0.43,0.37,0.29,0.53
