vmlinux-5.10.tar,deepfield.tar,uiq2-8.bin,ambivert.wav.tar,large.tar,misc.tar,artificl.tar,enwik8.tar,uiq2-4.bin,uiq2-16.bin,silesia.tar,fannie_mae_500k.tar,uiq-32.bin
0,0,0,0.75,0.55,0.27,0.64,0.58,0.51,0.58,0.59,0.44,0.47,0.6
