psd-small,jpeg-small,psd-large,jpeg-medium,png-large,svg-small,png-medium,psd-medium,svg-large,png-small,svg-medium,jpeg-large
0,0,0,0.68,0.69,0.58,0.57,0.38,0.57,0.39,0.3,0.53,0.44
