jpeg-large,png-large,svg-small,svg-medium,psd-large,psd-small,psd-medium,jpeg-medium,svg-large,png-medium,jpeg-small,png-small
0,0,0,0.8,0.8,0.74,0.74,0.73,0.72,0.7,0.69,0.68,0.68
