uiq-32.bin,enwik8.tar,misc.tar,vmlinux-5.10.tar,uiq2-16.bin,ambivert.wav.tar,uiq2-8.bin,silesia.tar,deepfield.tar,artificl.tar,fannie_mae_500k.tar,large.tar,uiq2-4.bin
0,0,0,0.86,0.82,0.81,0.79,0.77,0.75,0.76,0.76,0.76,0.76,0.76
