png-small,svg-medium,psd-medium,svg-small,jpeg-medium,png-medium,png-large,jpeg-small,svg-large,jpeg-large,psd-large,psd-small
0,0,0,0.68,0.59,0.49,0.44,0.27,0.36,0.4,0.42,0.43,0.3
