uiq2-16.bin,uiq2-8.bin,uiq-32.bin,vmlinux-5.10.tar,silesia.tar,misc.tar,large.tar,enwik8.tar,uiq2-4.bin,artificl.tar,fannie_mae_500k.tar,deepfield.tar,ambivert.wav.tar
0,0,0,0.91,0.87,0.87,0.86,0.86,0.84,0.85,0.84,0.84,0.82,0.81
