uiq2-16.bin,uiq2-4.bin,silesia.tar,uiq2-8.bin,ambivert.wav.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,enwik8.tar,deepfield.tar,artificl.tar,uiq-32.bin,misc.tar,large.tar
0,0,0,0.87,0.82,0.62,0.67,0.85,0.51,0.55,0.56,0.42,0.63,0.67
