uiq2-4.bin,enwik8.tar,deepfield.tar,large.tar,uiq-32.bin,ambivert.wav.tar,artificl.tar,vmlinux-5.10.tar,silesia.tar,uiq2-16.bin,uiq2-8.bin,misc.tar,fannie_mae_500k.tar
0,0,0,0.82,0.84,0.84,0.84,0.84,0.83,0.83,0.83,0.83,0.83,0.82
