psd-large,svg-large,svg-small,png-large,psd-medium,jpeg-large,png-small,jpeg-medium,png-medium,jpeg-small,svg-medium,psd-small
0,0,0,0.42,0.51,0.54,0.62,0.67,0.7,0.71,0.72,0.69,0.68
