enwik8.tar,uiq-32.bin,deepfield.tar,vmlinux-5.10.tar,large.tar,fannie_mae_500k.tar,ambivert.wav.tar,misc.tar,uiq2-16.bin,artificl.tar,uiq2-4.bin,silesia.tar,uiq2-8.bin
0,0,0,0.96,0.91,0.9,0.88,0.86,0.84,0.79,0.76,0.73,0.71,0.73
