png-large,jpeg-medium,jpeg-large,psd-small,svg-large,psd-medium,svg-small,jpeg-small,psd-large,svg-medium,png-medium,png-small
0,0,0,0.89,0.85,0.8,0.74,0.74,0.73,0.68,0.66,0.67,0.66
